"Key","Publication Year","Author","Title","Series","Manual Tags"
"LLSV9IZQ","2013","Aletras, Nikolaos; Stevenson, Mark; Clough, Paul","Computing similarity between items in a digital library of cultural heritage","JOCCH","Digital libraries; semantic similarity; Europeana"
"V9J6VBP9","2013","Bellotti, Francesco; Berta, Riccardo; De Gloria, Alessandro; D'ursi, Annamaria; Fiore, Valentina","A serious game model for cultural heritage","JOCCH","cultural heritage; user experience; virtual reality; content authoring; game-based learning; Serious games; task-based learning; user testing"
"Q4U323W3","2013","Yannopoulos, Angelos","DirectorNotation: Artistic and technological system for professional film directing","JOCCH","documentation and visualisation of expert knowledge; Film directing; notation system"
"GVZV3YDG","2013","Kolomenkin, Michael; Leifman, George; Shimshoni, Ilan; Tal, Ayellet","Reconstruction of relief objects from archeological line drawings","JOCCH","3D reconstruction; line drawing"
"PI8IZGQ6","2013","Zohar, Hadas; Liebeskind, Chaya; Schler, Jonathan; Dagan, Ido","Automatic thesaurus construction for cross generation corpus","JOCCH","cultural heritage; Hebrew; Language model"
"YX57G5SB","2013","Mv, Rohith; Somanath, Gowri; Norris, Debra; Gutierrez, Jennifer; Kambhamettu, Chandra","A camera flash projector-based reconstruction system for digital preservation of artifacts","JOCCH","digital preservation; 3D reconstruction; Flash projector; metric reconstruction and stereo; pattern projector; stereo; unstructured lighting"
"JIVZVBEI","2013","Froschauer, Josef; Merkl, Dieter; Arends, Max; Goldfarb, Doron","Art history concepts at play with ThIATRO","JOCCH","art history; game-based learning; Serious games; 3D virtual world"
"CFSJPG89","2013","Coenen, Tanguy; Mostmans, Lien; Naessens, Kris","MuseUs: Case study of a pervasive cultural heritage serious game","JOCCH","museums; Serious games; pervasive games"
"8MGQK9W2","2013","Huang, Chih-Hong; Huang, Yi-Ting","An annales school-based serious game creation framework for taiwanese indigenous cultural heritage","JOCCH","taxonomy; Annales School; construction and management simulation (CMS) game; historical site reconstruction; indigenous cultural heritage; Serious game"
"4R92KXU5","2013","Mori, Daniele; Berta, Riccardo; De Gloria, Alessandro; Fiore, Valentina; Magnani, Lauto","An easy to author dialogue management system for serious games","JOCCH","Serious games; and natural language; conversational agents; dialogue systems; nonplayer character"
"JLLAF2IW","2013","Schwartz, Christopher; Ruiters, Roland; Weinmann, Michael; Klein, Reinhard","WebGL-Based streaming and presentation of objects with bidirectional texture functions","JOCCH","cultural heritage; BTF compression; BTF rendering; BTF streaming; moulage; progressive transmission; public dissemination; WebGL"
"BXPR37M4","2013","Stefani, Chiara; Busayarat, Chawee; Lombardo, Julie; Luca, Livio De; Véron, Philippe","A web platform for the consultation of spatialized and semantically enriched iconographic sources on cultural heritage buildings","JOCCH","information system; 3D-2D semantic annotation; architectural heritage; oriented images; Spatio-temporal modeling"
"7AYL7F7U","2013","Merry, Bruce; Gain, James; Marais, Patrick","Fast in-place binning of laser range-scanned point sets","JOCCH","Binning; octree; out-of-core; point cloud"
"DBCEE3VI","2013","Soler, F.; Torres, J. C.; León, A. J.; Luzón, M. V.","Design of cultural heritage information systems based on information layers","JOCCH","GIS; octree; 3D labeling; Cultural Heritage; Information Systems; spatial index"
"UR74YPDY","2013","Woolford, Kirk; Dunn, Stuart","Experimental archaeology and games: Challenges of inhabiting virtual heritage","JOCCH","archaeology; Serious games; heritage; motion capture; reconstruction"
"IYUD4TMA","2013","Antoniou, Angeliki; Lepouras, George; Bampatzia, Stavroula; Almpanoudi, Hera","An approach for serious game development for cultural heritage: Case study for an archaeological site and museum","JOCCH","cultural heritage; game description; Game-based learning"
"MPE76RN6","2013","Yu, Chih-Hao; Hunter, Jane","Documenting and sharing comparative analyses of 3D digital museum artifacts through semantic web annotations","JOCCH","3D semantic annotations; comparisons; multiple object annotation"
"MIEKPJQ6","2013","Calogero, Erica; Kaminski, Jaime; Arnold, David","Using procedural modeling to explore alternative designs for the louvre","JOCCH","architecture; cultural heritage; 3D reconstructions; object hierarchies; Procedural modeling; representing uncertainty; shape grammars"
"GFDBXSJ5","2014","Hsieh, Chun-Ko; Liao, Wen-Ching; Yu, Meng-Chieh; Hung, Yi-Ping","Interacting with the past: Creating a time perception journey experience using kinect-based breath detection and deterioration and recovery simulation technologies","JOCCH","cultural heritage; museum; Interactive installation; simulation; time travel"
"6DSIAGEY","2014","Hörr, Christian; Lindinger, Elisabeth; Brunnett, Guido","Machine learning based typology development in archaeology","JOCCH","machine learning; data mining; Bronze Age pottery; Classification theory; similarity estimation"
"2DQ9H8PZ","2014","Isemann, Daniel; Ahmad, Khurshid","Ontological access to images of fine art","JOCCH","description logic modeling; Legacy data conversion; ontology-based user interface"
"EP4GLUMI","2014","Chen, Gen-Fang","Intangible cultural heritage preservation: An exploratory study of digitization of the historical literature of chinese kunqu opera librettos","JOCCH","digital preservation; semantic annotation; digital Kunqu opera; editable text; Intangible cultural heritage"
"RPHXPXUR","2014","Kavelar, Albert; Zambanini, Sebastian; Kampel, Martin","Reading the legends of roman republican coins","JOCCH","OCR; Ancient coins; coin legend recognition; local image descriptors; scene text recognition"
"NIE5HPRM","2014","Ridel, Brett; Reuter, Patrick; Laviole, Jeremy; Mellado, Nicolas; Couture, Nadine; Granier, Xavier","The revealing flashlight: Interactive spatial augmented reality for detail exploration of cultural heritage artifacts","JOCCH","expressive visualization; spatial augmented reality; Spatial interaction techniques; tangible interaction"
"WDIIZI9B","2014","Durand, Emmanuel; Merienne, Frederic; Pere, Christian; Callet, Patrick","Ray-on, an on-site photometric augmented reality device","JOCCH","cultural heritage; image-based rendering; Mixed reality"
"X656G996","2014","Kenderdine, Sarah; Chan, Leith K. Y.; Shaw, Jeffrey","Pure land: Futures for embodied museography","JOCCH","photography; virtual reality; augmented reality; interactive; 3D modeling; Dunhuang; Cave 220; embodiment; high resolution; immersive; laser scan; Medicine Buddha; Mogao Grottoes; Pure Land"
"IL3QCTMM","2014","Pietroni, Eva; Adami, Andrea","Interacting with virtual reconstructions in museums: The etruscanning project","JOCCH","communication; user interface; 3D reconstruction; natural interaction; virtual museums"
"MGPJAM8M","2014","Manitsaris, S.; Glushkova, A.; Bevilacqua, F.; Moutarde, F.","Capture, modeling, and recognition of expert technical gestures in wheel-throwing art of pottery","JOCCH","machine learning; HCI; inertial sensors; Perception"
"XIM9GEZM","2014","Baldissini, S.; Gaiani, M.","Interacting with the andrea palladio works: The history of palladian information system interfaces","JOCCH","Geographical database; hardware interface and interactions; visual interface"
"N24BH8LQ","2014","Marton, Fabio; Rodriguez, Marcos Balsa; Bettio, Fabio; Agus, Marco; Villanueva, Alberto Jaspe; Gobbetti, Enrico","IsoCam: Interactive visual exploration of massive cultural heritage models on large projection setups","JOCCH","3D navigation; 3D viewers; 3D visualization; camera controls; Interaction techniques"
"8RW54JM4","2014","Correia, N.; Romão, T.; Ricardo, A.; Mota, T.; Melo, M. J.; Castro, R.; Carvalho, R.; Miranda, A.","Design of an interactive experience with medieval illuminations: A journey into the beauty and meaning of medieval portuguese manuscripts","JOCCH","Interactive installation; medieval illuminations; pen and touch interaction; sensors; tangible interfaces"
"CHYMRJ9L","2014","Kim, Min H.; Rushmeier, Holly; Ffrench, John; Passeri, Irma; Tidmarsh, David","Hyper3D: 3D graphics software for examining cultural artifacts","JOCCH","visualization; cultural heritage; Open-source software"
"DF6KQNME","2014","Vendrell-Vidal, Eduardo; Sánchez-Belenguer, Carlos","A discrete approach for pairwise matching of archaeological fragments","JOCCH","Automatic reconstruction; global registration; GPU; hierarchical"
"UMQ5RMIN","2014","Hołowko, Elwira; Wojsz, Jerzy; Sitnik, Robert; Karaszewski, Maciej","Color-based algorithm for automatic merging of multiview 3D point clouds","JOCCH","automatic merging of directional point clouds; Color features; feature descriptor; interest points"
"W6X3N4Y2","2014","Treviño, Jeffrey; Sapp, Craig","Automated notation of piano recordings for historic performance practice study","JOCCH","visualization; mapping; Automation; historic performance practice; pedagogy"
"TEZ6FR5D","2014","Wang, Xuan; Khoo, Eng Tat; Nakatsu, Ryohei; Cheok, Adrian","Interacting with traditional chinese culture through natural language","JOCCH","dialogue systems; Conversational agents; intangible cultural heritage"
"XR4S25GW","2015","Pintus, Ruggero; Yang, Ying; Rushmeier, Holly","ATHENA: Automatic text height extraction for the analysis of text lines in old handwritten manuscripts","JOCCH","frequency-based analysis; Handwritten manuscripts; layout analysis; text height estimation; text line segmentation"
"LF85D9WH","2015","Nöll, Tobias; Köhler, Johannes; Reis, Gerd; Stricker, Didier","Fully automatic, omnidirectional acquisition of geometry and appearance in the context of cultural heritage preservation","JOCCH","cultural heritage; virtual museum; Appearance; BRDF; digital replica"
"WWMUCZER","2015","Heerlien, Maarten; Van Leusen, Joost; Schnörr, Stephanie; De Jong-Kole, Suzanne; Raes, Niels; Van Hulsen, Kirsten","The natural history production line: An industrial approach to the digitization of scientific collections","JOCCH","crowdsourcing; industrial approach; prioritization; production lines; public engagement; Scientific collections"
"7QQ7VG37","2015","Bettio, Fabio; Pintus, Ruggero; Villanueva, Alberto Jaspe; Merella, Emilio; Marton, Fabio; Gobbetti, Enrico","Mont’e scan: Effective shape and color digitization of cluttered 3D artworks","JOCCH","3D scanning; 3D visualization; color acquisition; shape acquisition"
"3DBUIRXQ","2015","Leoni, Chiara; Callieri, Marco; Dellepiane, Matteo; O’donnell, Daniel Paul; Turco, Roberto Rosselli Del; Scopigno, Roberto","The dream and the cross: A 3D scanning project to bring 3D content in a digital edition","JOCCH","3D scanning; 3D and the web; digital edition; multiresolution"
"5GCGWCXC","2015","Buglio, David Lo; Lardinois, Vanessa; Luca, Livio De","What do thirty-one columns say about a “Theoretical” thirty-second?","JOCCH","image processing; Architectural representation; morphological analysis; semantic characterization"
"P2T2AMH9","2015","Trumpy, Giorgio; Gschwind, Rudolf","Optical detection of dust and scratches on photographic film","JOCCH","Computational photography; digital restoration; photographic film; scattering"
"VGZ5G34W","2015","Ibrahim, Nazrita; Mohamad Ali, Nazlena; Mohd Yatim, Noor Faezah","Factors facilitating cultural learning in virtual architectural heritage environments: End user perspective","JOCCH","cultural heritage; architectural heritage; Cultural learning; virtual heritage environment"
"YAGMCB27","2015","Okura, Fumio; Kanbara, Masayuki; Yokoya, Naokazu","Mixed-reality world exploration using image-based rendering","JOCCH","historical tourism; Image-based rendering; mixed reality; photorealistic rendering"
"ANUEI3P2","2015","Katsouri, Irene; Tzanavari, Aimilia; Herakleous, Kyriakos; Poullis, Charalambos","Visualizing and assessing hypotheses for marine archaeology in a VR CAVE environment","JOCCH","immersion; Marine archaeology; VR systems and toolkits"
"YF3L2AD4","2015","Brownlow, Richard; Capuzzi, Stefano; Helmer, Sven; Martins, Luciana; Normann, Immanuel; Poulovassilis, Alex","An ontological approach to creating an andean weaving knowledge base","JOCCH","ontologies; Knowledge base development; weaving traditions"
"Z4PA8FE7","2015","Moussouri, Theano; Roussos, George","Conducting visitor studies using smartphone-based location sensing","JOCCH","Smartphone; timing and tracking; visitor studies"
"TWRTTUMF","2015","Puglisi, Giovanni; Stanco, Filippo; Barone, Germana; Mazzoleni, Paolo","Automatic extraction of petrographic features from pottery of archaeological interest","JOCCH","cultural heritage; image alignment; petrographic features; pottery; Thin section analysis"
"X3BTR7Q8","2015","Bounhas, Ibrahim; Elayeb, Bilel; Evrard, Fabrice; Slimani, Yahya","Information reliability evaluation: From arabic storytelling to computer sciences","JOCCH","Arabic storytelling; automatic evaluation; information reliability; Relevance judgment"
"LYMWDIXT","2015","Rubino, Irene; Barberis, Claudia; Xhembulla, Jetmir; Malnati, Giovanni","Integrating a location-based mobile game in the museum visit: Evaluating visitors’ behaviour and learning","JOCCH","cultural heritage; game evaluation; Game-based learning; location-based serious game"
"7TT28NTY","2015","Siotto, Eliana; Callieri, Marco; Dellepiane, Matteo; Scopigno, Roberto","Ancient polychromy: Study and virtual reconstruction using open source tools","JOCCH","open source; 3D digitalization; archaeological artefacts; Blender; MeshLab; modelling tools; Roman sarcophagus; virtual colour reconstruction"
"L7SDI9QN","2015","Sánchez-Belenguer, Carlos; Vendrell-Vidal, Eduardo; Sánchez-López, Miguel; Díaz-Marín, Carmen; Aura-Castro, Elvira","Automatic production of tailored packaging for fragile archaeological artifacts","JOCCH","Packaging; heritage; GPU; CNC; conservation"
"Z2EL2QQU","2015","Amato, Giuseppe; Falchi, Fabrizio; Gennaro, Claudio","Fast image classification for monument recognition","JOCCH","image classification; kNN classification; local features; object recognition; tourism"
"ZLCQYU7U","2015","Biasotti, Silvia; Cerri, Andrea; Falcidieno, Bianca; Spagnuolo, Michela","3D artifacts similarity based on the concurrent evaluation of heterogeneous properties","JOCCH","classification; comparison; processing of 3D digital representations; Textured shape analysis; tools for reconstruction"
"NHAQM9Z9","2015","Aristidou, Andreas; Stavrakis, Efstathios; Charalambous, Panayiotis; Chrysanthou, Yiorgos; Himona, Stephania Loizidou","Folk dance evaluation using laban movement analysis","JOCCH","motion capture; Folk dances; Laban Movement Analysis; motion comparison; motion evaluation"
"SAUQJJDN","2015","Drap, Pierre; Seinturier, Julien; Hijazi, Bilal; Merad, Djamal; Boi, Jean-Marc; Chemisky, Bertrand; Seguin, Emmanuelle; Long, Luc","The ROV 3D project: Deep-sea underwater survey using photogrammetry: Applications for underwater archaeology","JOCCH","high-definition 3D model; real-time orientation; Underwater archaeology; underwater photogrammetry; visual odometry"
"CRJFJRH2","2015","Gao, Zhi; Shan, Mo; Li, Qingquan","Adaptive sparse representation for analyzing artistic style of paintings","JOCCH","DCT baseline; dictionary learning; discriminative patches; Sparse representation"
"YLS2XHBB","2014","Cacciari, I.; Nieri, P.; Siano, S.","3D digital microscopy for characterizing punchworks on medieval panel paintings","JOCCH","cultural heritage; Shape from focus"
"X3YIJUB4","2015","Chevrier, Christine","Semiautomatic parametric modelling of the buildings on town scale models","JOCCH","architecture; cultural heritage; 3D modelling; parametric modelling; textured 3D mesh"
"5GQNNVVK","2015","Cignoni, Giovanni A.; Gadducci, Fabio; Paci, Stefano","A virtual experience on the very first italian computer","JOCCH","Computer history; experimental archaeology of computer science; virtual replicas"
"DWWSVXPT","2014","Pio, Gianvito; Fumarola, Fabio; Felle, Antonio E.; Malerba, Donato; Ceci, Michelangelo","Discovering novelty patterns from the ancient christian inscriptions of rome","JOCCH","Epigraphy; evolution discovery; novelty pattern mining"
"KZR5PBDU","2015","Pintus, Ruggero; Gobbetti, Enrico","A fast and robust framework for semiautomatic and automatic registration of photographs to 3D geometry","JOCCH","image registration; photo blending"
"FG8EE5V5","2015","Reunanen, Markku; Díaz, Lily; Horttana, Tommi","A holistic user-centered approach to immersive digital cultural heritage installations: Case vrouw maria","JOCCH","cultural heritage; Bodily interaction; installation"
"IVQ7UBFW","2015","Laycock, S. D.; Bell, G. D.; Corps, N.; Mortimore, D. B.; Cox, G.; May, S.; Finkel, I.","Using a combination of Micro–Computed tomography, CAD and 3D printing techniques to reconstruct incomplete 19th-Century cantonese chess pieces","JOCCH","reconstruction; 3D modelling; 3D printing; Digitization"
"IEDZNAC5","2015","Hess, Mona; Robson, Stuart; Serpico, Margaret; Amati, Giancarlo; Pridden, Ivor; Nelson, Tonya","Developing 3D imaging Programmes–Workflow and quality control","JOCCH","museums; 3D imaging; Ancient Egypt"
"Y9VJJ4KI","2015","Zollhöfer, M.; Siegl, C.; Vetter, M.; Dreyer, B.; Stamminger, M.; Aybek, Serdar; Bauer, F.","Low-cost real-time 3D reconstruction of large-scale excavation sites","JOCCH","3D digital artifact capture; representation and manipulation; tools for reconstruction and processing of digital representations"
"X7NCGU3H","2016","Moritz, Maria; Pavlek, Barbara; Franzini, Greta; Crane, Gregory","Sentence shortening via morpho-syntactic annotated data in historical language learning","JOCCH","dependent; morpho-syntactic annotation; part of speech tags; Primary source text"
"V99LLSJ8","2015","Miles, Helen C.; Wilson, Andrew T.; Labrosse, Frédéric; Tiddeman, Bernard; Griffiths, Seren; Edwards, Ben; Ritsos, Panagiotis D.; Mearman, Joseph W.; Möller, Katharina; Karl, Raimund; Roberts, Jonathan C.","Alternative representations of 3D-Reconstructed heritage data","JOCCH","Automated photogrammetry; crowd-sourced data"
"KX7F6TLI","2016","Lombardo, Vincenzo; Pizzo, Antonio; Damiano, Rossana","Safeguarding and accessing drama as intangible cultural heritage","JOCCH","CIDOC-CRM; intangible cultural heritage; computational ontology; digital heritage; Drama heritage"
"F7MD7YTI","2015","Madsen, Jacob B.; Madsen, Claus B.","Handheld visual representation of a castle chapel ruin","JOCCH","visualization; museums; Augmented reality; virtual heritage"
"EMVWNEPQ","2016","Liu, Jin; Wu, Zhong-Ke","Rule-based generation of ancient chinese architecture from the song dynasty","JOCCH","generation; Ancient Chinese architecture; assembling; module system"
"FSPHMJBL","2016","Hincapie, Mauricio; Diaz, Christian; Zapata, Maria; Mesias, Camilo","Methodological framework for the design and development of applications for reactivation of cultural heritage: Case study cisneros marketplace at medellin, colombia","JOCCH","augmented reality; Cultural heritage; methodological framework"
"T5CZN23H","2016","Guidi, Gabriele; Angheleddu, Davide","Displacement mapping as a metric tool for optimizing mesh models originated by 3D digitization","JOCCH","3D Model compression; metric characterization of 3D models; UV parametrization"
"WNJXAVCF","2016","Kroher, Nadine; Díaz-Báñez, José-Miguel; Mora, Joaquin; Gómez, Emilia","Corpus COFLA: A research corpus for the computational study of flamenco music","JOCCH","computational ethnomusicology; flamenco; Research corpus"
"BSGRBDJM","2016","Rennick-egglestone, S.; Brundell, P.; Koleva, B.; Benford, S.; Roussou, M.; Chaffardon, C.","Families and mobile devices in museums: Designing for integrated experiences","JOCCH","facilitation work; Mobile experience design; museum studies"
"RR4MHZXL","2016","Mason, Marco","The MIT museum glassware prototype: Visitor experience exploration for designing smart glasses","JOCCH","augmented reality; Museum; Google Glass"
"39HDK439","2016","Sapirstein, Philip; Psota, Eric","Pattern matching and the analysis of damaged ancient objects: The case of the column drum","JOCCH","algorithmic measurement; damaged artifacts; digital reconstruction; Greek architecture"
"U68A3VS5","2016","Can, Gülcan; Odobez, Jean-Marc; Gatica-Perez, Daniel","Evaluating shape representations for maya glyph classification","JOCCH","HOOSC; Maya glyph; sketch; sparse autoencoder"
"7MPNBV49","2016","Knight, Gregory P.; Tabrizi, Nasseh","Using N-grams to identify time periods of cultural influence","JOCCH","Google books; authorship; cultural influence; n-gram"
"8V59ZEQZ","2016","Samaan, Mariam; Deseilligny, Marc Pierrot; Heno, Raphaële; Vaissière, Etienne De La; Roger, Jacques","Close-range photogrammetric tools for epigraphic surveys","JOCCH","archaeology; cultural heritage; acquisition; epigraphy; modelling; Photogrammetry; surveying"
"9LZP4UIU","2016","Roman-Rangel, Edgar; Jimenez-Badillo, Diego; Marchand-Maillet, Stephane","Classification and retrieval of archaeological potsherds using histograms of spherical orientations","JOCCH","classification; 3D surface; Potsherds; spherical orientation"
"2PHZDIK5","2016","Rodríguez, Marcos Balsa; Agus, Marco; Bettio, Fabio; Marton, Fabio; Gobbetti, Enrico","Digital mont’e prama: Exploring large collections of detailed 3D models of sculptures","JOCCH","Massive model rendering; mobile rendering"
"G3Q2USMM","2016","Zeppelzauer, Matthias; Poier, Georg; Seidl, Markus; Reinbacher, Christian; Schulter, Samuel; Breiteneder, Christian; Bischof, Horst","Interactive 3D segmentation of rock-art by enhanced depth maps and gradient preserving regularization","JOCCH","3D rock-art analysis; 3D segmentation; semi-automatic segmentation; surface texture analysis"
"ZURLHRA5","2016","Echavarria, Karina Rodriguez; Song, Ran","Analyzing the decorative style of 3D heritage collections based on shape saliency","JOCCH","3d motifs; 3d patterns; architectural mouldings; design style; Shape saliency"
"B4UTUVWS","2016","Amato, Giuseppe; Falchi, Fabrizio; Vadicamo, Lucia","Visual recognition of ancient inscriptions using convolutional neural network and fisher vector","JOCCH","epigraphy; convolutional neural network; Fisher vector; Latin and Greek inscriptions"
"Q928CIYN","2016","Liebeskind, Chaya; Dagan, Ido; Schler, Jonathan","Semiautomatic construction of cross-period thesaurus","JOCCH","cultural heritage; semantic similarity; Hebrew; Diachronic thesaurus"
"8G4RTRFR","2017","Chen, Long; Chen, Jianda; Zou, Qin; Huang, Kai; Li, Qingquan","Multi-view feature combination for ancient paintings chronological classification","JOCCH","color features; drawing patterns; multi-view features; Painting analysis"
"GF569TER","2017","Papaioannou, Georgios; Schreck, Tobias; Andreadis, Anthousis; Mavridis, Pavlos; Gregor, Robert; Sipiran, Ivan; Vardis, Konstantinos","From reassembly to object completion: A complete systems pipeline","JOCCH","object completion; Reassembly; registration; segmentation; shape classification; symmetry detection"
"PMATYT68","2017","Yang, Ying; Pintus, Ruggero; Gobbetti, Enrico; Rushmeier, Holly","Automatic single page-based algorithms for medieval manuscript analysis","JOCCH","text line segmentation; Document layout analysis; logical component extraction; medieval manuscripts; text block computation"
"94AEYMZ6","2017","Hu, Rui; Odobez, Jean-Marc; Gatica-Perez, Daniel","Extracting maya glyphs from degraded ancient documents via image segmentation","JOCCH","Ancient maya codices; document binarization; hieroglyph retrieval"
"W3TBA5KA","2017","Pedersen, Isabel; Gale, Nathan; Mirza-Babaei, Pejman; Reid, Samantha","More than meets the eye: The benefits of augmented reality and holographic displays for digital cultural heritage","JOCCH","usability; augmented reality; holographic computing; Wearable technology"
"7AHFSRPL","2017","Dondi, Piercarlo; Lombardi, Luca; Invernizzi, Claudia; Rovetta, Tommaso; Malagodi, Marco; Licchelli, Maurizio","Automatic analysis of UV-Induced fluorescence imagery of historical violins","JOCCH","FTIR; historical violins; Stradivari; UV fluorescence"
"WWSXU2UM","2017","Seifert, Christin; Bailer, Werner; Orgel, Thomas; Gantner, Louis; Kern, Roman; Ziak, Hermann; Petit, Albin; Schlötterer, Jörg; Zwicklbauer, Stefan; Granitzer, Michael","Ubiquitous access to digital cultural heritage","JOCCH","metadata harmonization; Search aggregation; user context detection"
"328TUHAS","2017","Pentzold, Christian; Weltevrede, Esther; Mauri, Michele; Laniado, David; Kaltenbrunner, Andreas; Borra, Erik","Digging wikipedia: The online encyclopedia as a digital cultural heritage gateway and site","JOCCH","Contropedia; controversy metrics; cross-cultural studies; Memory work"
"4G8A74NK","2017","Amato, Flora; Moscato, Vincenzo; Picariello, Antonio; Colace, Francesco; Santo, Massimo De; Schreiber, Fabio A.; Tanca, Letizia","Big data meets digital cultural heritage: Design and implementation of SCRABS, A smart context-AwaRe browsing assistant for cultural EnvironmentS","JOCCH","cultural heritage; multimedia; Big data"
"7CV72IWF","2017","Blanke, Tobias; Bryant, Michael; Frankl, Michal; Kristel, Conny; Speck, Reto; Daelen, Veerle Vanden; Horik, René Van","The european holocaust research infrastructure portal","JOCCH","History; research"
"2XXCGIP7","2017","Abdallah, Samer; Benetos, Emmanouil; Gold, Nicolas; Hargreaves, Steven; Weyde, Tillman; Wolff, Daniel","The digital music lab: A big data infrastructure for digital musicology","JOCCH","music information retrieval; semantic web; big data; Digital musicology"
"GQRXYJMZ","2017","Power, Christopher; Lewis, Andrew; Petrie, Helen; Green, Katie; Richards, Julian; Eramian, Mark; Chan, Brittany; Walia, Ekta; Sijaranamual, Isaac; Rijke, Maarten De","Improving archaeologists’ online archive experiences through user-centred design","JOCCH","content-based image retrieval; archaeological information; Archival search; exploratory search and discovery; feature fusion; instrumental interaction; texture description; user-centred design"
"9BF84CU9","2017","Foley, Jacob; Kwan, Paul; Welch, Mitchell","A web-based infrastructure for the assisted annotation of heritage collections","JOCCH","digital heritage; Collaborative tagging; tag co-occurrence"
"KIE3S7IQ","2017","Dragoni, Mauro; Tonelli, Sara; Moretti, Giovanni","A knowledge management architecture for digital cultural heritage","JOCCH","curation; visualization; digital heritage; Knowledge management; services"
"9KZM8CFS","2017","Niang, Cheikh; Marinica, Claudia; Markhoff, Beatrice; Leboucher, Elise; Malavergne, Olivier; Bouiller, Luc; Darrieumerlou, Claude; Laissus, Francois","Supporting semantic interoperability in conservation-restoration domain: The PARCOURS project","JOCCH","data integration; semantic interoperability; Cultural heritage; conservation-restoration; cultural objects; mediation system; ontology-based data integration system"
"4BGS4PF6","2017","Heitman, Carrie; Martin, Worthy; Plog, Stephen","Innovation through large-scale integration of legacy records: Assessing the “Value added” in cultural heritage resources","JOCCH","archaeology; Chaco Canyon; New Mexico; slow data"
"VW8ZFCFZ","2017","Meghini, Carlo; Scopigno, Roberto; Richards, Julian; Wright, Holly; Geser, Guntram; Cuy, Sebastian; Fihn, Johan; Fanini, Bruno; Hollander, Hella; Niccolucci, Franco; Felicetti, Achille; Ronzino, Paola; Nurra, Federico; Papatheodorou, Christos; Gavrilis, Dimitris; Theodoridou, Maria; Doerr, Martin; Tudhope, Douglas; Binding, Ceri; Vlachidis, Andreas","ARIADNE: A research infrastructure for archaeology","JOCCH","data standards; cultural heritage; CIDOC-CRM; SKOS; Archaeology; computer graphics; e-infrastructure"
"W3XB4YZ9","2017","Nasri, Abdelbar; Benslimane, Rachid","Parametric shape grammar formalism for moorish geometric design analysis and generation","JOCCH","ICT assistance in monitoring and restoration; Long term preservation of digital artefacts; multimedia systems; Story-telling and other forms of communication; Tools for reconstruction and processing of digital representations"
"6THY2JNT","2017","Mirri, Silvia; Prandi, Catia; Roccetti, Marco; Salomoni, Paola","Handmade narrations: Handling digital narrations on food and gastronomic culture","JOCCH","exhibits; food and gastronomic culture; gesture recognition; Handmade narrations; hands-free technology; multimedia and interactive systems"
"EZV822CU","2017","Daquino, Marilena; Mambelli, Francesca; Peroni, Silvio; Tomasi, Francesca; Vitali, Fabio","Enhancing semantic expressivity in the cultural heritage domain: Exposing the zeri photo archive as linked open data","JOCCH","Scheda F; mapping CIDOC CRM; Scheda OA"
"NHEC5TFK","2017","Lin, Jimmy; Milligan, Ian; Wiebe, Jeremy; Zhou, Alice","Warcbase: Scalable analytics infrastructure for exploring web archives","JOCCH","WARC; Apache Hadoop; Big data; Apache HBase; Apache Spark; ARC"
"5WFQAKKM","2017","Celesti, Antonio; Salamone, Grazia; Sapienza, Anna; Spinelli, Marianna; Puglisi, Mariangela; Caltabiano, Maria","An innovative cloud-based system for the diachronic analysis in numismatics","JOCCH","cloud computing; diacrony; geo-localization; Numismatics"
"AQCFPZI3","2017","Baker, Kevin; Verstockt, Steven","Cultural heritage routing: A recreational navigation-based approach in exploring cultural heritage","JOCCH","geotagging; cultural heritage; mobile sensing; Thematic routing"
"UXSQABIS","2017","Agus, Marco; Marton, Fabio; Bettio, Fabio; Hadwiger, Markus; Gobbetti, Enrico","Data-driven analysis of virtual 3D exploration of a large sculpture collection in real-world museum exhibitions","JOCCH","user study; virtual museums; data-driven analysis; Digital heritage"
"RZE2NW8M","2017","Sizikova, Elena; Funkhouser, Thomas","Wall painting reconstruction using a genetic algorithm","JOCCH","machine learning; data mining; genetic programming; statistics; 2D reconstruction; computational archaeology"
"6HK5VRZ5","2017","Andreoli, Roberto; Corolla, Angela; Faggiano, Armando; Malandrino, Delfina; Pirozzi, Donato; Ranaldi, Mirta; Santangelo, Gianluca; Scarano, Vittorio","A framework to design, develop, and evaluate immersive and collaborative serious games in cultural heritage","JOCCH","game evaluation; Cultural heritage; game-based learning; serious games"
"GT8VMGCU","2017","Migliorini, Sara; Grossi, Piergiovanna; Belussi, Alberto","An interoperable spatio-temporal model for archaeological data based on ISO standard 19100","JOCCH","interoperability; archaeological data; Spatio-temporal model"
"TI2DLQZU","2017","Christy, Matthew; Gupta, Anshul; Grumbach, Elizabeth; Mandell, Laura; Furuta, Richard; Gutierrez-Osuna, Ricardo","Mass digitization of early modern texts with optical character recognition","JOCCH","digital humanities; Machine learning"
"WN5C6L7B","2018","Bekele, Mafkereseb Kassahun; Pierdicca, Roberto; Frontoni, Emanuele; Malinverni, Eva Savina; Gain, James","A survey of augmented, virtual, and mixed reality for cultural heritage","JOCCH","virtual reality; augmented reality; Cultural heritage; mixed reality"
